唯一識別碼,資料類型,語系,資料名稱,文字描述,聯絡電話,分機,縣市名稱,行政區(鄉鎮區)名稱,街道名稱,資料提供單位機關代碼,資料提供單位,資料更新日期時間,search_count
Attraction_A15010900H_000005,Attraction,Zh_tw,賽嘉樂園,賽嘉樂園位於屏東縣道185線17km處 ，過去是南部知名的遊樂區，於民國95年開幕啟用，佔地8.36公頃，每到假日總是吸引遊客造訪，近年國內露營風氣盛行，年輕族群喜歡山林活動，近年來園區改造，以「三木計画」為主，三木，兩字合為沐「意為沐浴在森林裡的芬多精」，遊客能在此沉浸森林的懷抱，感受自然的美好，主打自然野營與高級露營體驗，透過不同凡響的住宿享受，營造在悠綠森林入睡的露營渡假天堂。目前園區分為未來村及本來村，以自行搭帳及露營包為區分，園區內露營帳篷更以波希米亞、日式禪風、北歐簡約三種風格為主題，讓入住遊客能在森林裡靜下心，與自然共存，也有一般室內房型供遊客選擇。把森林間的芬香，搭配新鮮豐富的珍饈美味，給您不同凡響的味覺饗宴關懷與回饋在地農民，看見台灣好食材， 將產地與履歷特色食材入饌，倘佯...,(08)7993521,,屏東縣,三地門鄉,賽嘉村賽嘉巷120號,A15010900H,交通部觀光署茂林國家風景區管理處,2025/3/19 下午 04:23:33,229000
Attraction_382000000A_110618,Attraction,Zh_tw,八里左岸自行車道,吹海風眺望淡水河風光，單車行邊享受綠茵叢樹,(02)89699596,,新北市,八里區,左岸,382000000A,新北市政府觀光旅遊局,2022/12/5 上午 08:10:16,229000
Attraction_379000000A_000174,Attraction,Zh_tw,台北偶戲館,長期推動典藏品展示、演出教學等活動，為包含常設(特)展場、教室、排練室、劇場等複合型場館，以當代新視野，媒合各藝術領域，進行創意實驗與技藝交流，推動偶戲內容多元轉譯、促進多元文化交流，媒合國際資源，提供全新偶戲觀點，作為面向觀眾與創作者一個開放包容的偶戲交流平台。是一個容易接觸偶戲與適合親子共遊的好處去。,(02)25289553,,臺北市,松山區,,379000000A,臺北市政府,2024/8/27 下午 03:11:25,229000
Attraction_387000000A_000365,Attraction,Zh_tw,大坑8號步道,穩健式爬坡為8號步道的特色，步道前半段為產業道路，中段為相思木棧道，除了在風動石附近稍陡外，其餘皆猶如平地健行。大部分遊客都從6號登山步道至風動石，再經風動石沿此步道由上而下返回步道口，由風動石返回步道口僅需約40分鐘，再由登山口走回6號步道停車場約20分鐘。,(04)22289111,58511.0,臺中市,北屯區,軍功寮以北山區的風動石森林公園,387000000A,臺中市政府觀光旅遊局,2024/8/12 下午 04:58:54,228000
Attraction_397000000A_000035,Attraction,Zh_tw,洪家古厝,古意滄桑的老厝，可欣賞閩式建築的抒情之美，也見證了先民蓽路藍縷的發展史。,(07)7995678,,高雄市,內門區,三平里二埔,397000000A,高雄市政府觀光局,2022/4/19 上午 10:24:12,228000
Attraction_376440000A_000161,Attraction,Zh_tw,上瑞柑橘觀光果園,,0955497526,,新竹縣,竹東鎮,瑞峰里1鄰1號,376440000A,新竹縣政府交通旅遊處,2025/4/14 上午 08:55:10,228000
Attraction_395000000A_000707,Attraction,Zh_tw,總趕宮,總趕宮約建於西元1704年，當時台灣與中國大陸來往全靠船舶，因此就有了祭祀海運守護神的習慣。總趕宮內主祀的倪聖公也稱為倪總管，生前因居住於濱海，熟悉航運港道，因此主管海運守護古台江航運的倪聖公就成了台南特有的神明，更有人說倪聖公是唯一一位會開船的神祇。來到總趕宮附近的遊客除可參觀這位航運守護神外，不彷可到旁邊買杯雙全紅茶品嘗，或是晚上到廟前超人氣的炭烤店，吃著炭烤、喝杯冰涼啤酒，體驗在地人的常民生活。,(06)2251618,,臺南市,中西區,中正路131巷13號,395000000A,臺南市政府,2025/3/6 上午 08:16:37,228000
Attraction_387000000A_000841,Attraction,Zh_tw,梧棲老街,梧棲老街起初發展於頂橫街，本街的建築呈現巴洛克式的建築風格，以朝元宮及警察局最具代表，街內廟宇眾多，以真武宮和朝元宮最具代表，廟中所呈現之物景，可讓人感受到建廟之初，先民的辛勤以及最真誠的精神寄託。,(04)22289111,,臺中市,梧棲區,梧棲路頂橫街,387000000A,臺中市政府觀光旅遊局,2024/5/3 下午 02:44:25,227000
Attraction_397000000A_000223,Attraction,Zh_tw,旗山老街,漫步在歷史與人文氣息匯集的百年山城老街，巴洛克立面裝飾的紅磚建築與砂岩堆砌的石拱亭仔腳，無不散發優雅古典的氣息。,(07)6616100,,高雄市,旗山區,中山路,397000000A,高雄市政府觀光局,2025/2/25 下午 04:56:50,227000
Attraction_376530000A_000005,Attraction,Zh_tw,職人町,"至今約有60年歷史、原為林務局舊宿舍群的老宅空間，在接連幾年作為安置單親媽媽的「彩虹家園」之後，近年來由屏東縣政府以「帶動屏東品牌的創業公寓」為概念，打造出專為青年創業而生的職人町。主要鎖定青年及移民族群，希望藉由這個空間，讓有過創業成功經驗的青年，齊聚在此發光發熱。

職人町於2019年3月正式開幕，為了讓這處空間成為屏東市區新地標，特別由進駐單位藝展興業發揮創意、進行外牆彩繪，大膽用色與創意寫實的塗鴉讓人眼睛一亮，3棟建物也隨即成為屏東文青新據點及網美打卡點也是屏東精選青創品牌的聚集地！！",(08)7336435,,屏東縣,屏東市,仁德路43號巷6號,376530000A,屏東縣政府,2024/10/15 上午 06:37:35,226000
Attraction_376440000A_000456,Attraction,Zh_tw,湖口公二公園,,(03)5993911,,新竹縣,湖口鄉,民生街3巷12號,376440000A,新竹縣政府交通旅遊處,2025/4/28 上午 09:10:49,226000
Attraction_376530000A_000024,Attraction,Zh_tw,屏東永大共融遊戲場,屏東縣內第一座擁有大型沙坑的公園，位於沙坑中心的巨大海盜船超級吸睛，船身包含三種溜滑梯、三種平衡木、攀爬架、望遠鏡及傳聲筒等超過十項趣味設施，處處驚喜等小朋友來發覺。遊戲場除海盜船外，還有成人健身器材、適合輪椅使用者的沙桌等，另外對面的永大公園還設有全國唯一兒童單車PU跑道、幼兒溜滑梯區，讓大小朋友都不會無聊；晚上亮燈後整個園區宛如童話《彼得潘》中的夢幻島，比白天更適合探險，是可以從早玩到晚的好去處。,(08)7320415,,屏東縣,屏東市,永大路70號,376530000A,屏東縣政府,2024/10/15 上午 06:37:40,226000
Attraction_376490000A_000025,Attraction,Zh_tw,太平老街,"古色古香的台灣味老街
斗六太平老街上的舊式洋樓房建築多採巴洛克式建築，街巷間有蛋飯、圓仔冰、肉圓、魷魚嘴焿等傳統台灣味美食，常有外國觀光客特意造訪，更充滿樂齡長輩偏愛的古早味情調。",(05)5332000,,雲林縣,斗六市,雲林縣斗六市太平路,376490000A,雲林縣政府,2024/7/18 下午 02:42:49,226000
Attraction_376530000A_000011,Attraction,Zh_tw,職人町,"至今約有60年歷史、原為林務局舊宿舍群的老宅空間，在接連幾年作為安置單親媽媽的「彩虹家園」之後，近年來由屏東縣政府以「帶動屏東品牌的創業公寓」為概念，打造出專為青年創業而生的職人町。主要鎖定青年及移民族群，希望藉由這個空間，讓有過創業成功經驗的青年，齊聚在此發光發熱。

職人町於2019年3月正式開幕，為了讓這處空間成為屏東市區新地標，特別由進駐單位藝展興業發揮創意、進行外牆彩繪，大膽用色與創意寫實的塗鴉讓人眼睛一亮，3棟建物也隨即成為屏東文青新據點及網美打卡點也是屏東精選青創品牌的聚集地！！",(08)7336435,,屏東縣,屏東市,仁德路43號巷6號,376530000A,屏東縣政府,2024/10/15 上午 06:37:37,226000
Attraction_376430000A_000959,Attraction,Zh_tw,興仁夜市,想要大啖各路料理的就來美食天地，想要玩遊戲買衣服的就來歡樂王國，分區規劃更好逛，區內還設有遮雨棚，就算下雨也能開心逛夜市！,(03)3322101,,桃園市,八德區,長興路46號,376430000A,桃園市政府觀光旅遊局,2024/6/19 下午 04:27:52,226000
Attraction_376490000A_001035,Attraction,Zh_tw,六房天上聖母,"移動的宮廟
俗稱六房媽，為雲林斗六、虎尾、斗南、大埤、土庫等鄉鎮，五股三十六庄的信仰，沒有固定的廟宇，媽祖神像跟著爐主走，每年農曆四月舉行過爐儀式，數萬人跟著媽祖一起搬家。現由社團法人中華民國六房媽會管理。",(05)5000000,,雲林縣,斗南鎮,每年過爐無固定位址，請查詢「社團法人中華民國六房媽會」,376490000A,雲林縣政府,2023/7/17 上午 09:05:33,226000
Attraction_387000000A_000448,Attraction,Zh_tw,大坑10號步道,10號步道規劃係與9號步道聯通形成登山環狀路網，以利登山遊客體驗沿途不同景象的登山樂趣，9、10號步道終點-三叉路口可通往觀音亭休息區，與6號步道相通，形成一日遊登山路網。,(04)22289111,58511.0,臺中市,北屯區,東山路一段383巷,387000000A,臺中市政府觀光旅遊局,2025/1/2 上午 08:48:14,225000
Attraction_382000000A_109621,Attraction,Zh_tw,新北市坪林茶業博物館,深度了解茶園與茶葉歷史，體驗茶的文化,(02)26656035,,新北市,坪林區,水德里水聳淒坑19-1號,382000000A,新北市政府觀光旅遊局,2025/3/26 上午 02:05:59,225000
Attraction_387000000A_000574,Attraction,Zh_tw,彩虹村,彩虹村位於臺中市南屯區春安路56巷，經知名旅遊雜誌孤獨星球選為「世界的祕密奇跡」景點，村內可免費彩繪自創祈福卡，成為彩虹村共創藝術家，嶄現彩虹村素樸藝術的新生命!彩虹村參觀範圍及開放時間：園區巷內空間：每週二至週日上午9時至下午5時。(每周一休館進行場地清潔維護作業)園區為免費參觀，單一出入口，參觀民眾請由彩虹藝術公園廣場入園（嶺東南路旁）,(04)22289111,25116.0,臺中市,南屯區,春安路56巷25號(入口位於嶺東南路),387000000A,臺中市政府觀光旅遊局,2025/2/13 下午 02:23:42,223000
Attraction_387000000A_000364,Attraction,Zh_tw,大坑7號步道,7號步道除風動石附近有一小段枕木步道之外，其餘大部份均為產業道路或農機道，步道上除了竹類植物外，水果樹亦佔大部分。登山客可由風動石附近小徑順著7號步道下山，可由終點改走6號步道順遊觀音亭，沿6號步道下山回到起點停車場；若直接由7號步道下山返回停車場，全程約1小時。,(04)22289111,58511.0,臺中市,北屯區,建成巷,387000000A,臺中市政府觀光旅遊局,2025/5/7 下午 05:46:18,223000
Attraction_387000000A_000346,Attraction,Zh_tw,谷關溫泉,谷關溫泉風景區，有著免費泡腳放鬆身心的谷關公園，還有兩座至今仍保有最原始風味的吊橋，一個是「谷關吊橋」，為谷關最有名最具代表性的吊橋，因而成為谷關著名地標。另外靠近谷關郵局有一座「捎來吊橋」。,(04)22289111,,臺中市,和平區,東關路一段102號,387000000A,臺中市政府觀光旅遊局,2024/12/23 上午 08:52:40,223000
Attraction_397000000A_000616,Attraction,Zh_tw,旗津風車公園,七座造型獨特的三葉式風車面對遼闊的海面不停轉動，園區內有觀海看台及表演廣場，造型獨特又可愛的海洋生物拼貼創作，既生動又有趣，堪稱旗津最療癒的景點,(07)5712500,,高雄市,旗津區,旗津二路,397000000A,高雄市政府觀光局,2022/4/21 下午 04:00:56,223000
Attraction_A15010900H_000050,Attraction,Zh_tw,茂林遊客中心,茂林遊客中心位於茂林里茂林巷7-7號，原遊客中心位於鳳山區農會茂林辦事處內，為健全茂林國家風景區之遊客服務功能，茂管處新建茂林遊客中心並於113年8月19日正式啟用，內部設有旅遊諮詢服務櫃檯、智慧觸控導覽牆、互動大電視牆、多媒體視聽室、哺乳室、祈禱室以及漂書站等服務設施，以提供更完善、全面之遊憩服務功能。中心內設茂林環境教育中心，可提供紫斑蝶、原民文化及茂林曲流地形之環境教育課程，歡迎遊客來此造訪。建議停留時間約1小時，可預約沉浸式影片觀賞或於遊客中心內索取風景區觀光資源介紹。查詢高雄公車動態資訊,(07)6801111,,高雄市,茂林區,茂林巷7-7號,A15010900H,交通部觀光署茂林國家風景區管理處,2024/12/26 下午 03:40:48,222000
Attraction_395000000A_001063,Attraction,Zh_tw,西拉雅部落-頭社,據聞是新港社民受到漢人壓迫而遷往淺山地區所建立的第一個支社，故名「頭社」。此處是漢人從事貿易的要地，居民大部分屬於目加溜灣社。信奉祖靈太祖，部落北邊有三間式的公廨建築「太上龍頭忠義廟」，是目前台灣最大的平埔公廨。,(06)5763936,,臺南市,大內區,頭社里頭社,395000000A,臺南市政府,2024/1/9 下午 04:06:59,221000
Attraction_A15011000H_000028,Attraction,Zh_tw,金山遊客中心,遊客中心位於金山獅頭山海濱公園之入口，是健行獅頭山、賞燭臺雙嶼必經之處，假日期間遊客絡繹不絕，除了鄰近的金山獅頭山登山步道，可以鍛鍊體魄、保持身心健康；還有最具有歷史氛圍的巿街-金包里老街，是目前北海岸僅存的清代老街，也是當年主要的農產漁獲集散地，歷史悠久，古意猶存，可以一窺金山產業經濟發展的變遷。  由於金山遊客中心的地利之便以及熱心和善的服務人員可提供您豐富充實的遊樂資訊，相信是您遊旅金山時最佳的旅遊小幫手，讓您的旅程更加盡興順暢。    ,(02)4988980,,新北市,金山區,磺港路171-2號,A15011000H,交通部觀光署北海岸及觀音山國家風景區管理處,2025/5/12 下午 12:00:04,221000
